index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot;P_tot
121;POINT (713703 90282.89999999999);11132005;601a;Villa Sandy Lane;Via Casoro 19;Figino;6918;Lugano;1020;1110.0;8014.0;808.0;2.0;2713703.088;1090282.81;1616.0;131;211696.0;14;22624.0;234320.0;117.16
122;POINT (713692 90373.89999999999);11132006;602a;;Via Casoro 23;Figino;6918;Lugano;1020;1121.0;8011.0;182.0;3.0;2713692.089;1090373.811;546.0;154;84084.0;21;11466.0;95550.0;47.775
123;POINT (713683 90384.89999999999);11132007;603a;Casa La Torrazza;Via Casoro 25;Figino;6918;Lugano;1020;1110.0;8011.0;174.0;3.0;2713683.089;1090384.812;522.0;154;80388.0;14;7308.0;87696.0;43.848
124;POINT (713912.9 90093.89999999999);11132008;607a;Fondazione per il Teatro C. Lombardi;Via Casoro 2;Figino;6918;Lugano;1040;1211.0;8011.0;499.0;4.0;2713912.92;1090093.83;1996.0;154;307384.0;21;41916.0;349300.0;174.65
125;POINT (713836.9 90122.8);11132009;609a;;Contrada di Casoro 2;Figino;6918;Lugano;1020;1110.0;8012.0;73.0;2.0;2713836.9;1090122.71;146.0;149;21754.0;14;2044.0;23798.0;11.899
126;POINT (713815.9 90126.5);11132012;618a;;Contrada di Casoro 1;Figino;6918;Lugano;1020;1110.0;8011.0;104.0;3.0;2713815.93;1090126.41;312.0;154;48048.0;14;4368.0;52416.0;26.208
127;POINT (713817 90137.89999999999);11132013;619a;;Contrada di Casoro 3;Figino;6918;Lugano;1020;1121.0;8012.0;175.99242531502193;3.0;2713817.088;1090137.804;527.9772759450658;149;78668.61411581481;21;11087.522794846382;89756.1369106612;44.8780684553306
128;POINT (713805.1 90145.3);11132015;623a;;Via Casoro 8;Figino;6918;Lugano;1020;1110.0;8011.0;54.0;3.0;2713805.17;1090145.2;162.0;154;24948.0;14;2268.0;27216.0;13.608
129;POINT (713782.3 90152.5);11132016;627a;;Via Casoro 12;Figino;6918;Lugano;1020;1110.0;8011.0;24.0;2.0;2713782.372;1090152.484;48.0;154;7392.0;14;672.0;8064.0;4.032
130;POINT (713790.8 90159.60000000001);11132017;629a;;Contrada di Casoro 17;Figino;6918;Lugano;1020;1110.0;8011.0;55.0;3.0;2713790.85;1090159.51;165.0;154;25410.0;14;2310.0;27720.0;13.86
131;POINT (713783.8 90178.39999999999);11132018;633a;;Contrada di Casoro 22;Figino;6918;Lugano;1020;1121.0;8011.0;87.0;3.0;2713783.86;1090178.3;261.0;154;40194.0;21;5481.0;45675.0;22.8375
132;POINT (713776 90187.7);11132019;634a;;Contrada di Casoro 24;Figino;6918;Lugano;1020;1110.0;8012.0;129.0;2.0;2713776.05;1090187.67;258.0;149;38442.0;14;3612.0;42054.0;21.027
133;POINT (713778.1 90340.89999999999);11132023;644h;Residenza Castellaccio;Via Casoro 32;Figino;6918;Lugano;1020;1110.0;8017.0;80.0;2.0;2713778.16;1090340.86;160.0;76;12160.0;14;2240.0;14400.0;7.2
134;POINT (713778.5 90333.2);11132024;644i;Residenza Castellaccio;Via Casoro 30;Figino;6918;Lugano;1020;1110.0;8017.0;71.0;2.0;2713778.585;1090333.181;142.0;76;10792.0;14;1988.0;12780.0;6.39
135;POINT (713757.3 90344.39999999999);11132025;644d;Residenza Castellaccio;Via Casoro 28;Figino;6918;Lugano;1020;1110.0;8017.0;71.0;2.0;2713757.36;1090344.34;142.0;76;10792.0;14;1988.0;12780.0;6.39
136;POINT (713747 90330.89999999999);11132026;644c;Residenza Castellaccio;Via Casoro 24;Figino;6918;Lugano;1020;1110.0;8017.0;65.0;2.0;2713747.09;1090330.809;130.0;76;9880.0;14;1820.0;11700.0;5.85
137;POINT (713728 90367.10000000001);11132027;645a;;Via Casoro 38;Figino;6918;Lugano;1020;1110.0;8011.0;55.0;2.0;2713728.02;1090367.09;110.0;154;16940.0;14;1540.0;18480.0;9.24
138;POINT (713993.4 90130.39999999999);11132028;653a;Villa Giglio;Via delle Scuole 3;Figino;6918;Lugano;1020;1121.0;8011.0;134.0;2.0;2713993.47;1090130.31;268.0;154;41272.0;21;5628.0;46900.0;23.45
139;POINT (714065.3 90167.60000000001);11132029;657a;;Via Tassera 5;Figino;6918;Lugano;1020;1110.0;8013.0;85.0;2.0;2714065.357;1090167.511;170.0;141;23970.0;14;2380.0;26350.0;13.175
140;POINT (714067.9 90127.60000000001);11132030;658d;Residence Le Bouquet;Via Tassera di Sotto 2;Figino;6918;Lugano;1020;1121.0;8012.0;120.0;2.0;2714067.93;1090127.58;240.0;149;35760.0;21;5040.0;40800.0;20.4
141;POINT (714074.8 90206.8);11132032;662c;;Via Tassera 11;Figino;6918;Lugano;1020;1121.0;8018.0;222.0;2.0;2714074.82;1090206.72;444.0;60;26640.0;21;9324.0;35964.0;17.982
142;POINT (714122.9 90221);11132034;667a;Casa Collina d'Oro;Via Tassera 12;Figino;6918;Lugano;1030;1110.0;8015.0;133.0;3.0;2714122.965;1090220.935;399.0;100;39900.0;14;5586.0;45486.0;22.743
143;POINT (714138.7 90206.7);11132035;668a;;Via Tassera 6;Figino;6918;Lugano;1020;1121.0;8014.0;120.0;2.0;2714138.777;1090206.597;240.0;131;31440.0;21;5040.0;36480.0;18.24
144;POINT (714105.9 90148.2);11132036;670a;;Via delle Scuole 9;Figino;6918;Lugano;1020;1110.0;8013.0;223.0;1.0;2714105.9;1090148.1;223.0;141;31443.0;14;3122.0;34565.0;17.2825
145;POINT (714137.9 90181.39999999999);11132037;672a;;Via Tassera 1;Figino;6918;Lugano;1020;1121.0;8014.0;72.0;3.0;2714137.905;1090181.366;216.0;131;28296.0;21;4536.0;32832.0;16.416
146;POINT (714106.9 90261.10000000001);11132038;674d;;Via Tassera 18;Figino;6918;Lugano;1030;1122.0;8018.0;169.0;4.0;2714106.9;1090261.04;676.0;60;40560.0;21;14196.0;54756.0;27.378
147;POINT (714480.8 90752.89999999999);11132040;702a;;Via al Municipio 1;Barbengo;6917;Lugano;1020;1121.0;8014.0;137.0;3.0;2714480.85;1090752.87;411.0;131;53841.0;21;8631.0;62472.0;31.236
148;POINT (714302 90932.5);11132042;718d;Casa San Nicolao;Via alla Chiesa 7;Barbengo;6917;Lugano;1020;1122.0;8011.0;150.0;3.0;2714302.0;1090932.43;450.0;154;69300.0;21;9450.0;78750.0;39.375
149;POINT (714326.9 90961.89999999999);11132043;731a;;Via alla Chiesa 19;Barbengo;6917;Lugano;1020;1110.0;8011.0;61.0;3.0;2714326.901;1090961.87;183.0;154;28182.0;14;2562.0;30744.0;15.372
150;POINT (714371.4 91039);11132045;747a;;Via Barbengo di sopra 4;Barbengo;6917;Lugano;1020;1110.0;8011.0;56.0;3.0;2714371.43;1091038.91;168.0;154;25872.0;14;2352.0;28224.0;14.112
151;POINT (714384 91056.39999999999);11132046;750a;;Via Barbengo di sopra 6;Barbengo;6917;Lugano;1020;1110.0;8011.0;48.0;3.0;2714384.01;1091056.37;144.0;154;22176.0;14;2016.0;24192.0;12.096
152;POINT (714389.1 91047.89999999999);11132047;751a;La Pergola;Via Agra 3;Barbengo;6917;Lugano;1030;1121.0;8011.0;175.99242531502193;3.0;2714389.118;1091047.807;527.9772759450658;154;81308.50049554014;21;11087.522794846382;92396.02329038653;46.19801164519326
153;POINT (714354.4 90914.39999999999);11132049;767a;;Strecia dei Guidini 13;Barbengo;6917;Lugano;1020;1110.0;8012.0;83.0;2.0;2714354.406;1090914.331;166.0;149;24734.0;14;2324.0;27058.0;13.529
154;POINT (714367.9 90924.10000000001);11132050;772c;;Strecia dei Guidini 7;Barbengo;6917;Lugano;1020;1110.0;8011.0;68.0;3.0;2714367.941;1090924.011;204.0;154;31416.0;14;2856.0;34272.0;17.136
155;POINT (714368.7 90932.39999999999);11132051;774a;;Strecia dei Guidini 3;Barbengo;6917;Lugano;1020;1110.0;8011.0;83.0;4.0;2714368.759;1090932.361;332.0;154;51128.0;14;4648.0;55776.0;27.888
156;POINT (714356.1 90957.89999999999);11132053;782a;;Strecia dei Guidini 4;Barbengo;6917;Lugano;1020;1110.0;8011.0;68.0;3.0;2714356.115;1090957.807;204.0;154;31416.0;14;2856.0;34272.0;17.136
157;POINT (714376.4 90958.60000000001);11132054;783a;Casa Roccabete;Piazza del Capoluogo 1;Barbengo;6917;Lugano;1020;1110.0;8011.0;171.0;3.0;2714376.47;1090958.58;513.0;154;79002.0;14;7182.0;86184.0;43.092
158;POINT (714522.5 90887.89999999999);11132055;786a;;Via al Municipio 13;Barbengo;6917;Lugano;1020;1122.0;8012.0;83.0;3.0;2714522.57;1090887.82;249.0;149;37101.0;21;5229.0;42330.0;21.165
159;POINT (714408.7 91019.8);11132056;792a;;Via Agra 4;Barbengo;6917;Lugano;1020;1121.0;8015.0;192.0;2.0;2714408.73;1091019.72;384.0;100;38400.0;21;8064.0;46464.0;23.232
160;POINT (714459.2 91087.10000000001);11132058;797a;;Via Barbengo 14;Barbengo;6917;Lugano;1020;1121.0;8017.0;115.0;3.0;2714459.256;1091087.027;345.0;76;26220.0;21;7245.0;33465.0;16.7325
161;POINT (714444.7 91007.3);11132059;800a;;Via Barbengo 17;Barbengo;6917;Lugano;1020;1121.0;8013.0;75.0;2.0;2714444.77;1091007.21;150.0;141;21150.0;21;3150.0;24300.0;12.15
162;POINT (714559 91039.10000000001);11132061;813a;Sud;Via al Municipio 25;Barbengo;6917;Lugano;1020;1121.0;8015.0;159.0;2.0;2714559.06;1091039.02;318.0;100;31800.0;21;6678.0;38478.0;19.239
163;POINT (714592.7 91116.60000000001);11132062;815a;;Vicolo San Martino 12;Barbengo;6917;Lugano;1030;1110.0;8011.0;101.0;3.0;2714592.76;1091116.59;303.0;154;46662.0;14;4242.0;50904.0;25.452
164;POINT (714605.1 91098.89999999999);11132063;817a;Sud;Via al Municipio 31;Barbengo;6917;Lugano;1020;1110.0;8012.0;124.0;2.0;2714605.124;1091098.803;248.0;149;36952.0;14;3472.0;40424.0;20.212
165;POINT (714435.1 91163);11132064;821a;Ca al Ronco;Via Agra 14;Barbengo;6917;Lugano;1020;1110.0;8015.0;118.0;2.0;2714435.19;1091162.91;236.0;100;23600.0;14;3304.0;26904.0;13.452
166;POINT (714540.3 91127.10000000001);11132065;825a;;Via Barbengo 4;Barbengo;6917;Lugano;1020;1121.0;8015.0;133.0;2.0;2714540.39;1091127.08;266.0;100;26600.0;21;5586.0;32186.0;16.093
167;POINT (714594.7 91220.89999999999);11132066;830f;Nord;Via alla Cà 3;Barbengo;6917;Lugano;1020;1121.0;8015.0;107.0;3.0;2714594.76;1091220.86;321.0;100;32100.0;21;6741.0;38841.0;19.4205
168;POINT (714626.1 91256.89999999999);11132067;833a;Nord;Via alla Cà 7;Barbengo;6917;Lugano;1020;1110.0;8011.0;63.0;3.0;2714626.127;1091256.806;189.0;154;29106.0;14;2646.0;31752.0;15.876
169;POINT (714620.1 91250.89999999999);11132068;834a;Nord;Via alla Cà 5;Barbengo;6917;Lugano;1020;1110.0;8011.0;127.0;3.0;2714620.127;1091250.806;381.0;154;58674.0;14;5334.0;64008.0;32.004
170;POINT (714628.8 91263.89999999999);11132069;835a;Nord;Via alla Cà 9;Barbengo;6917;Lugano;1020;1110.0;8011.0;60.0;3.0;2714628.824;1091263.854;180.0;154;27720.0;14;2520.0;30240.0;15.12
171;POINT (714620.3 91162.7);11132070;843a;Sud;Vicolo San Martino 2;Barbengo;6917;Lugano;1030;1122.0;8011.0;154.0;4.0;2714620.34;1091162.68;616.0;154;94864.0;21;12936.0;107800.0;53.9
172;POINT (714622.6 91125.8);11132071;847d;;Via al Municipio 33;Barbengo;6917;Lugano;1020;1110.0;8011.0;64.0;3.0;2714622.613;1091125.721;192.0;154;29568.0;14;2688.0;32256.0;16.128
173;POINT (714625.1 91136.89999999999);11132072;848a;Sud;Vicolo San Martino 3;Barbengo;6917;Lugano;1020;1121.0;8011.0;92.0;3.0;2714625.125;1091136.804;276.0;154;42504.0;21;5796.0;48300.0;24.15
174;POINT (714632.5 91141.7);11132073;849a;;Vicolo San Martino 1;Barbengo;6917;Lugano;1020;1110.0;8011.0;48.0;3.0;2714632.58;1091141.63;144.0;154;22176.0;14;2016.0;24192.0;12.096
175;POINT (714678.3 91193.89999999999);11132074;858a;Nord;Via Cadepiano 1;Barbengo;6917;Lugano;1020;1110.0;8011.0;72.0;2.0;2714678.31;1091193.822;144.0;154;22176.0;14;2016.0;24192.0;12.096
176;POINT (714654.7 91238.8);11132075;862a;Nord;Via Su Poos 3;Barbengo;6917;Lugano;1020;1121.0;8011.0;116.0;2.0;2714654.72;1091238.75;232.0;154;35728.0;21;4872.0;40600.0;20.3
177;POINT (713689.3 89565.2);11132076;877a;;Via Debarcadero 1;Figino;6918;Lugano;1020;1122.0;8011.0;115.0;3.0;2713689.37;1089565.15;345.0;154;53130.0;21;7245.0;60375.0;30.1875
178;POINT (713749 89797.89999999999);11132077;879a;Condominio Residenza Contessa;Via Cantonale 74;Figino;6918;Lugano;1020;1122.0;8017.0;175.99242531502193;3.0;2713749.08;1089797.8;527.9772759450658;76;40126.272971825;21;11087.522794846382;51213.79576667138;25.606897883335687
179;POINT (713720.2 89608.3);11132078;891a;;Via Cantonale 83;Figino;6918;Lugano;1020;1110.0;8011.0;88.0;3.0;2713720.21;1089608.2;264.0;154;40656.0;14;3696.0;44352.0;22.176
180;POINT (713769.1 89698.89999999999);11132079;895c;Casa La Palma;Via Cantonale 77;Figino;6918;Lugano;1020;1121.0;8016.0;116.0;2.0;2713769.14;1089698.82;232.0;76;17632.0;21;4872.0;22504.0;11.252
181;POINT (713844 89824.89999999999);11132080;904a;;Via Monte Panorama 5;Figino;6918;Lugano;1020;1110.0;8013.0;223.0;2.0;2713844.082;1089824.798;446.0;141;62886.0;14;6244.0;69130.0;34.565
182;POINT (713880 89818.10000000001);11132081;907c;Casa Tre Palme;Via Monte Panorama 22;Figino;6918;Lugano;1020;1110.0;8014.0;326.0;2.0;2713880.04;1089818.079;652.0;131;85412.0;14;9128.0;94540.0;47.27
183;POINT (713765 89814);11132082;910a;;Via Cantonale 71;Figino;6918;Lugano;1020;1110.0;8011.0;104.0;3.0;2713765.05;1089813.94;312.0;154;48048.0;14;4368.0;52416.0;26.208
184;POINT (713777.3 89836.10000000001);11132083;918d;;Via Monte Panorama 1;Figino;6918;Lugano;1020;1110.0;8017.0;135.0;3.0;2713777.31;1089836.09;405.0;76;30780.0;14;5670.0;36450.0;18.225
185;POINT (713738.1 89840.5);11132085;926a;Casa Tre Stelle;Via Cantonale 64;Figino;6918;Lugano;1020;1122.0;8011.0;121.0;4.0;2713738.13;1089840.43;484.0;154;74536.0;21;10164.0;84700.0;42.35
186;POINT (713968.3 89946.7);11132090;941a;;Via Cantonale 53;Figino;6918;Lugano;1030;1110.0;8014.0;189.0;2.0;2713968.33;1089946.6;378.0;131;49518.0;14;5292.0;54810.0;27.405
187;POINT (714022.1 89959.3);11132091;942a;;Via Cantonale 49;Figino;6918;Lugano;1020;1121.0;8013.0;128.0;2.0;2714022.19;1089959.25;256.0;141;36096.0;21;5376.0;41472.0;20.736
188;POINT (714050 89995);11132092;943a;;Via Cantonale 47;Figino;6918;Lugano;1020;1110.0;8013.0;46.0;2.0;2714050.03;1089994.93;92.0;141;12972.0;14;1288.0;14260.0;7.13
189;POINT (714611.8 90273.7);11132093;970a;;Via Cantonale 41;Figino;6918;Lugano;1020;1110.0;8012.0;102.0;2.0;2714611.85;1090273.67;204.0;149;30396.0;14;2856.0;33252.0;16.626
190;POINT (714876.5 90463.89999999999);11132094;975c;;Via Cantonale 27;Figino;6918;Lugano;1020;1121.0;8015.0;190.0;2.0;2714876.53;1090463.87;380.0;100;38000.0;21;7980.0;45980.0;22.99
191;POINT (715074.8 90796);11132095;998a;Casa Emma;Via Cantonale 19;Figino;6918;Lugano;1020;1110.0;8011.0;105.0;3.0;2715074.82;1090795.92;315.0;154;48510.0;14;4410.0;52920.0;26.46
192;POINT (715116.4 90820.3);11132097;1001c;;Vicolo al Mulino (Garaverio) 7;Figino;6918;Lugano;1020;1110.0;8011.0;51.0;2.0;2715116.4;1090820.22;102.0;154;15708.0;14;1428.0;17136.0;8.568
193;POINT (715082.6 90817.60000000001);11132098;1002a;;Vicolo al Mulino (Garaverio) 1;Figino;6918;Lugano;1020;1121.0;8011.0;192.0;3.0;2715082.66;1090817.5;576.0;154;88704.0;21;12096.0;100800.0;50.4
194;POINT (715090.7 90842.5);11132101;1011b;;Via Cantonale 11;Figino;6918;Lugano;1020;1110.0;8012.0;34.0;3.0;2715090.747;1090842.413;102.0;149;15198.0;14;1428.0;16626.0;8.313
195;POINT (714350.1 90721.89999999999);11132103;1068a;Casa Parrocchiale;Via alla Chiesa 1;Barbengo;6917;Lugano;1020;1121.0;8012.0;141.0;3.0;2714350.111;1090721.803;423.0;149;63027.0;21;8883.0;71910.0;35.955
196;POINT (714661.1 91223.89999999999);11132104;1085a;Nord;Via Su Poos 1;Barbengo;6917;Lugano;1020;1121.0;8011.0;106.0;3.0;2714661.127;1091223.804;318.0;154;48972.0;21;6678.0;55650.0;27.825
197;POINT (713726.7 89625.2);11132105;1086a;;Via Cantonale 81;Figino;6918;Lugano;1020;1110.0;8011.0;124.0;2.0;2713726.78;1089625.16;248.0;154;38192.0;14;3472.0;41664.0;20.832
198;POINT (714845.7 90410);11132106;1241a;Residenza Barbara;Via Cantonale 31f;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714845.79;1090409.96;138.0;60;8280.0;14;1932.0;10212.0;5.106
199;POINT (714871.3 90500.10000000001);11132108;1108a;;Via Cantonale 28;Figino;6918;Lugano;1020;1110.0;8017.0;112.0;2.0;2714871.37;1090500.05;224.0;76;17024.0;14;3136.0;20160.0;10.08
200;POINT (714022.1 90110.60000000001);11132109;1109a;;Via Tassera di Sotto 1;Figino;6918;Lugano;1020;1110.0;8016.0;128.0;2.0;2714022.19;1090110.54;256.0;76;19456.0;14;3584.0;23040.0;11.52
201;POINT (713999.6 90185.60000000001);11132110;1114c;;Via Tassera di Sotto 9;Figino;6918;Lugano;1020;1121.0;8018.0;156.0;2.0;2713999.66;1090185.55;312.0;60;18720.0;21;6552.0;25272.0;12.636
202;POINT (714767.1 90416.7);11132111;1115c;;Via Cantonale 32a;Figino;6918;Lugano;1020;1110.0;8019.0;85.0;2.0;2714767.17;1090416.601;170.0;60;10200.0;14;2380.0;12580.0;6.29
203;POINT (714188.2 90182.10000000001);11132112;1118a;;Via delle Scuole 34a;Figino;6918;Lugano;1020;1110.0;8018.0;153.0;3.0;2714188.22;1090182.02;459.0;60;27540.0;14;6426.0;33966.0;16.983
204;POINT (713746.3 90132.10000000001);11132114;1123a;Residenza alla Riva S3;Via alla Riva 2;Figino;6918;Lugano;1020;1110.0;8017.0;80.0;2.0;2713746.347;1090132.087;160.0;76;12160.0;14;2240.0;14400.0;7.2
205;POINT (713740.6 90134.8);11132115;1124a;Residenza alla Riva S1;Via alla Riva 1;Figino;6918;Lugano;1020;1110.0;8017.0;79.0;1.0;2713740.608;1090134.782;79.0;76;6004.0;14;1106.0;7110.0;3.555
206;POINT (713763.7 90081.2);11132116;1126a;Residenza alla Riva S6;Via alla Riva 10;Figino;6918;Lugano;1020;1110.0;8017.0;86.0;1.0;2713763.74;1090081.12;86.0;76;6536.0;14;1204.0;7740.0;3.87
207;POINT (715162.7 91701.10000000001);11132118;1140a;;Via Cadepiano 38;Barbengo;6917;Lugano;1030;1122.0;8012.0;238.0;3.0;2715162.74;1091701.08;714.0;149;106386.0;21;14994.0;121380.0;60.69
208;POINT (714161 90221.89999999999);11132119;1147a;;Via Tassera 4;Figino;6918;Lugano;1020;1110.0;8017.0;85.0;2.0;2714161.09;1090221.87;170.0;76;12920.0;14;2380.0;15300.0;7.65
209;POINT (714842 90506.8);11132120;1148a;Casa Akhenaton;Via Cernesio 5;Figino;6918;Lugano;1030;1122.0;8017.0;87.0;2.0;2714842.04;1090506.7;174.0;76;13224.0;21;3654.0;16878.0;8.439
210;POINT (714350.7 91104.39999999999);11132122;1164c;;Via Barbengo di sopra 19;Barbengo;6917;Lugano;1020;1110.0;8018.0;108.0;2.0;2714350.73;1091104.38;216.0;60;12960.0;14;3024.0;15984.0;7.992
211;POINT (713451.2 90694.2);11132123;1171a;;Via al Lago 14;Figino;6918;Lugano;1020;1110.0;8018.0;122.0;2.0;2713451.22;1090694.12;244.0;60;14640.0;14;3416.0;18056.0;9.028
212;POINT (713474.3 90696.10000000001);11132124;1172b;Condominio Residenza Collina;Via al Lago 12;Figino;6918;Lugano;1030;1122.0;8017.0;331.0;3.0;2713474.38;1090696.0;993.0;76;75468.0;21;20853.0;96321.0;48.1605
213;POINT (713668 89882.89999999999);11132126;1182a;;Via alla Foce 2;Figino;6918;Lugano;1020;1110.0;8018.0;190.0;2.0;2713668.08;1089882.803;380.0;60;22800.0;14;5320.0;28120.0;14.06
214;POINT (713944.9 89964.5);11132131;42c;;Via alla Foce 3;Figino;6918;Lugano;1020;1110.0;8018.0;89.0;2.0;2713944.9;1089964.48;178.0;60;10680.0;14;2492.0;13172.0;6.586
215;POINT (714160.9 90140);11132132;1200a;;Via delle Scuole 30;Figino;6918;Lugano;1020;1110.0;8018.0;105.0;2.0;2714160.98;1090139.9;210.0;60;12600.0;14;2940.0;15540.0;7.77
216;POINT (714149.9 90132.5);11132133;1201a;;Via delle Scuole 28;Figino;6918;Lugano;1020;1110.0;8018.0;105.0;2.0;2714149.95;1090132.48;210.0;60;12600.0;14;2940.0;15540.0;7.77
217;POINT (714131.9 90120.10000000001);11132134;1203a;;Via delle Scuole 24;Figino;6918;Lugano;1020;1110.0;8018.0;96.0;2.0;2714131.95;1090120.0;192.0;60;11520.0;14;2688.0;14208.0;7.104
218;POINT (714124.9 90114.8);11132135;1204a;;Via delle Scuole 22;Figino;6918;Lugano;1020;1110.0;8018.0;105.0;2.0;2714124.99;1090114.72;210.0;60;12600.0;14;2940.0;15540.0;7.77
219;POINT (714201.3 90164);11132136;1210a;Casa al Fiume;Via delle Scuole 34b;Figino;6918;Lugano;1020;1110.0;8018.0;154.0;3.0;2714201.3;1090163.9;462.0;60;27720.0;14;6468.0;34188.0;17.094
220;POINT (714217.9 90178.89999999999);11132137;1211a;;Via delle Scuole 34c;Figino;6918;Lugano;1020;1110.0;8018.0;155.0;3.0;2714217.98;1090178.86;465.0;60;27900.0;14;6510.0;34410.0;17.205
221;POINT (714236.7 90192.5);11132138;1212a;;Via delle Scuole 34d;Figino;6918;Lugano;1020;1110.0;8018.0;156.0;3.0;2714236.71;1090192.45;468.0;60;28080.0;14;6552.0;34632.0;17.316
222;POINT (713829.8 90130.10000000001);11132140;1226a;;Contrada di Casoro 4;Figino;6918;Lugano;1020;1110.0;8012.0;93.0;2.0;2713829.89;1090130.0;186.0;149;27714.0;14;2604.0;30318.0;15.159
223;POINT (714752.3 90404.7);11132141;1232a;;Via Cantonale 32b;Figino;6918;Lugano;1020;1110.0;8019.0;85.0;2.0;2714752.368;1090404.68;170.0;60;10200.0;14;2380.0;12580.0;6.29
224;POINT (713743.4 89642);11132142;1234d;Casa La Goccia;Via Cantonale 79;Figino;6918;Lugano;1020;1121.0;8019.0;162.0;2.0;2713743.47;1089641.96;324.0;60;19440.0;21;6804.0;26244.0;13.122
225;POINT (714812.8 90404.3);11132143;1236a;Residenza Barbara;Via Cantonale 31d;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714812.88;1090404.24;138.0;60;8280.0;14;1932.0;10212.0;5.106
226;POINT (714825.3 90391.89999999999);11132144;1237a;Residenza Barbara;Via Cantonale 31h;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714825.35;1090391.8;138.0;60;8280.0;14;1932.0;10212.0;5.106
227;POINT (714822.5 90414);11132145;1238a;Residenza Barbara;Via Cantonale 31c;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714822.58;1090413.95;138.0;60;8280.0;14;1932.0;10212.0;5.106
228;POINT (714835.6 90401);11132146;1239a;Residenza Barbara;Via Cantonale 31g;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714835.67;1090400.95;138.0;60;8280.0;14;1932.0;10212.0;5.106
229;POINT (714832.6 90423);11132147;1240a;Residenza Barbara;Via Cantonale 31b;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714832.62;1090422.98;138.0;60;8280.0;14;1932.0;10212.0;5.106
230;POINT (714841.5 90432.10000000001);11132149;1242a;Residenza Barbara;Via Cantonale 31a;Figino;6918;Lugano;1020;1110.0;8019.0;69.0;2.0;2714841.56;1090432.04;138.0;60;8280.0;14;1932.0;10212.0;5.106
231;POINT (714700.6 91108.2);11132150;1243a;;Via Prati Botta 5c;Barbengo;6917;Lugano;1020;1110.0;8019.0;73.0;2.0;2714700.61;1091108.14;146.0;60;8760.0;14;2044.0;10804.0;5.402
232;POINT (713737.6 89849.89999999999);11132152;927a;;Via Cantonale 62;Figino;6918;Lugano;1020;1122.0;8011.0;165.0;4.0;2713737.667;1089849.85;660.0;154;101640.0;21;13860.0;115500.0;57.75
233;POINT (714478.9 91128);11132153;823a;;Via Barbengo 10;Barbengo;6917;Lugano;1020;1121.0;8014.0;144.0;2.0;2714478.96;1091127.92;288.0;131;37728.0;21;6048.0;43776.0;21.888
234;POINT (715098.1 90844.8);11132154;1013a;;Via Cantonale 3;Figino;6918;Lugano;1020;1121.0;8011.0;77.0;3.0;2715098.13;1090844.788;231.0;154;35574.0;21;4851.0;40425.0;20.2125
235;POINT (714359.2 91117.60000000001);11132155;818a;;Via Barbengo di sopra 17;Barbengo;6917;Lugano;1020;1110.0;8017.0;101.0;3.0;2714359.28;1091117.51;303.0;76;23028.0;14;4242.0;27270.0;13.635
236;POINT (713508.6 90660.89999999999);11132156;591a;;Via Campagnora 2;Figino;6918;Lugano;1020;1110.0;8012.0;134.0;2.0;2713508.67;1090660.81;268.0;149;39932.0;14;3752.0;43684.0;21.842
