,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
115,POINT (718815.4 88049.10000000001),1020,,100.0,,2718815.4,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 4,10128278,1088049.07,Maroggia,,,CH454602950741,101418464,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,337a,['1'],1004,0,TI,1088049.07,1.0,0,,['2021-09-05T00:00:00'],,4,,[''],[3401],905,,[0],Quartiere Prà Comun 4,Maroggia,337,5195,11204153,6817/681700,0,['Com'],['_555000513'],2718815.4,1110.0
116,POINT (718789.1 88025.60000000001),1020,,139.0,,2718789.15,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 7,10128278,1088025.54,Maroggia,,,CH570795460219,101418465,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],2.0,,8013.0,339a,['1'],1004,0,TI,1088025.54,1.0,0,,['2021-09-05T00:00:00'],,7,,[''],[3100],905,,[1],Quartiere Prà Comun 7,Maroggia,339,5195,11204154,6817/681700,0,['Com'],['_555000514'],2718789.15,1110.0
117,POINT (718721.7 87992.39999999999),1020,,191.0,,2718721.74,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 17,10128278,1087992.32,Maroggia,,,CH509507460269,101418466,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8014.0,342a,['1'],1004,0,TI,1087992.32,1.0,0,1965.0,['2021-09-05T00:00:00'],,17,,[''],[3401],905,,[0],Quartiere Prà Comun 17,Maroggia,342,5195,11204155,6817/681700,0,['Com'],['_555000515'],2718721.74,1110.0
118,POINT (718754.1 87958.8),1020,,168.0,,2718754.15,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 19,10128278,1087958.75,Maroggia,,,CH529546020771,101418467,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,344a,['1'],1004,0,TI,1087958.75,1.0,0,,['2021-09-05T00:00:00'],,19,,[''],[3401],905,,[0],Quartiere Prà Comun 19,Maroggia,344,5195,11204157,6817/681700,0,['Com'],['_555000516'],2718754.15,1110.0
119,POINT (718828.3 88034.10000000001),1020,,105.0,,2718828.37,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 5,10128278,1088034.01,Maroggia,,,CH554602950707,101418468,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,347a,['1'],1004,0,TI,1088034.01,1.0,0,,['2021-09-05T00:00:00'],,5,,[''],[3401],905,,[0],Quartiere Prà Comun 5,Maroggia,347,5195,11204158,6817/681700,0,['Com'],['_555000517'],2718828.37,1110.0
120,POINT (718776.8 87991.5),1020,,92.0,,2718776.8,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 11,10128278,1087991.485,Maroggia,,,CH684602079503,101418469,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8012.0,350a,['1'],1004,0,TI,1087991.485,1.0,0,,['2021-09-05T00:00:00'],,11,,[''],[3401],905,,[0],Quartiere Prà Comun 11,Maroggia,350,5195,11204160,6817/681700,0,['Com'],['_555000519'],2718776.8,1110.0
121,POINT (718801.1 88061.8),1020,,119.0,,2718801.185,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 3,10128278,1088061.741,Maroggia,,,CH610746029578,101418470,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,353a,['1'],1004,0,TI,1088061.741,1.0,0,,['2021-09-05T00:00:00'],,3,,[''],[3401],905,,[0],Quartiere Prà Comun 3,Maroggia,353,5195,11204163,6817/681700,0,['Com'],['_555000520'],2718801.185,1110.0
122,POINT (718766.1 88005.8),1020,,102.0,,2718766.184,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 12,10128278,1088005.739,Maroggia,,,CH640702954601,101418471,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,356a,['1'],1004,0,TI,1088005.739,1.0,0,,['2021-09-05T00:00:00'],,12,,[''],[3100],905,,[0],Quartiere Prà Comun 12,Maroggia,356,5195,11204164,6817/681700,0,['Com'],['_555000521'],2718766.184,1110.0
123,POINT (718808.2 87998.10000000001),1020,,117.0,,2718808.25,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 9,10128278,1087998.05,Maroggia,,,CH669502074655,101418472,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,358a,['1'],1004,0,TI,1087998.05,1.0,0,1957.0,['2021-09-05T00:00:00'],,9,,[''],[3100],905,,[0],Quartiere Prà Comun 9,Maroggia,358,5195,11204165,6817/681700,0,['Com'],['_555000522'],2718808.25,1110.0
124,POINT (718765.2 87949.3),1020,,154.0,,2718765.255,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 20,10128278,1087949.278,Maroggia,,,CH770795570215,101418473,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,359a,['1'],1004,0,TI,1087949.278,1.0,0,,['2021-09-05T00:00:00'],,20,,[''],[3401],905,,[0],Quartiere Prà Comun 20,Maroggia,359,5195,11204166,6817/681700,0,['Com'],['_555000523'],2718765.255,1110.0
125,POINT (718784.7 88260.5),1020,,41.0,,2718784.704,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 6,10139138,1088260.467,Maroggia,,,CH155702950740,101418474,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],3.0,,8012.0,407a,['1'],1004,0,TI,1088260.467,1.0,0,,['2021-09-05T00:00:00'],,6,,[''],[3100],905,,[1],Via Tommaso e Giacomo Rodari 6,Maroggia,407,5195,11204169,6817/681700,0,['Rod'],['_555000526'],2718784.704,1110.0
126,POINT (718790.4 87975.8),1020,,92.0,,2718790.451,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 10,10128278,1087975.721,Maroggia,,,CH269502075783,101418475,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8013.0,432a,['1'],1004,0,TI,1087975.721,1.0,0,,['2021-09-05T00:00:00'],,10,,[''],[3401],905,,[0],Quartiere Prà Comun 10,Maroggia,432,5195,11204171,6817/681700,0,['Com'],['_555000527'],2718790.451,1110.0
127,POINT (718725.9 88270.8),1030,,38.0,,2718725.94,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 17,10139138,1088270.79,Maroggia,,,CH540702954536,101328383,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],1.0,,8012.0,232a,['2'],1004,0,TI,1088270.79,1.0,0,,['2021-09-05T00:00:00'],Parrocchia,17,,[''],[3100],905,,[0],Via Tommaso e Giacomo Rodari 17,Maroggia,232,5195,11228584,6817/681700,0,['Rod'],[''],2718725.94,1110.0
128,POINT (718801.9 88014),1020,,72.0,,2718801.951,1,['Quartiere Prà Comun'],,Quartiere Prà Comun ,10128278,1088013.961,Maroggia,,,CH829546020766,101328382,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],1.0,,8011.0,269a,['1'],1004,0,TI,1088013.961,1.0,0,1918.0,['2021-09-05T00:00:00'],senza # civico - propr. identico al 358,,,[''],[3100],905,,[0],Quartiere Prà Comun ,Maroggia,269,5195,11228586,6817/681700,0,['Com'],[''],2718801.951,1110.0
129,POINT (718780.1 88284),1020,,35.0,,2718780.156,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 14,10139138,1088283.911,Maroggia,,,CH129546020713,101328381,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],1.0,,8012.0,291a,['1'],1004,0,TI,1088283.911,1.0,0,,['2021-09-05T00:00:00'],Corte,14,,[''],[3100],905,,[0],Via Tommaso e Giacomo Rodari 14,Maroggia,291,5195,11228588,6817/681700,0,['Rod'],[''],2718780.156,1110.0
130,POINT (718727.8 88303.8),1030,,1222.0,,2718727.83,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 24,10138436,1088303.78,Maroggia,,,CH129557020711,101328380,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8011.0,402a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '12', '13', '14', '15', '17', '18', '19']",1004,0,TI,1088303.78,17.0,0,1918.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,24,,"['27148', '', '27149', '', '27158', '27151', '27153', '27150', '27154', '27157', '27147', '27144', '', '27145', '27152', '27155', '27156']","[3100, 3402, 3402, 3402, 3402, 3101, 3401, 3101, 3401, 3102, 3100, 3100, 3100, 3100, 3101, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Viale Baldassarre Longhena 24,Maroggia,402,5195,11228590,6817/681700,0,['Lon'],"['_555000570', '_555000580', '_555000578', '_555000577', '_555000576', '_555000575', '_555000574', '_555000573', '_555000572', '_555000569', '_55500056', '_55500058', '_55500059', '_55500060', '_566', '_555000568', '_555000567']",2718727.83,1122.0
131,POINT (718773.1 88289.8),1020,,31.0,,2718773.186,1,['Vicolo Francesco Somaini'],,Vicolo Francesco Somaini 2,10139143,1088289.747,Maroggia,,,CH484502079501,101360348,0,6817,05.09.2021,[''],['Vicolo Francesco Somaini'],['IT'],05.09.2021,[3004],4.0,,8011.0,210a,['1'],1004,0,TI,1088289.747,1.0,0,,['2021-09-05T00:00:00'],Rustico,2,,[''],[3100],905,,[1],Vicolo Francesco Somaini 2,Maroggia,210,5195,190073615,6817/681700,0,['Som'],['_555000502'],2718773.186,1110.0
132,POINT (718560.1 88623.8),1030,,70.0,,2718560.185,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 12,10138436,1088623.753,Maroggia,,,CH430295074603,101397200,0,6817,05.09.2021,[''],['Viale B. Longhena'],['IT'],05.09.2021,[3004],3.0,,8013.0,335a,['1'],1004,0,TI,1088623.753,1.0,0,1954.0,['2021-09-05T00:00:00'],,12,,[''],[3100],905,,[1],Viale Baldassarre Longhena 12,Maroggia,335,5195,190098004,6817/681700,0,['Lon'],['_555000511'],2718560.185,1110.0
133,POINT (719373.6 88719),1060,,517.0,,2719373.6,1,['Via Val Mara'],,Via Val Mara 11,10139139,1088718.96,Maroggia,,,CH369502074462,102174333,0,6817,05.09.2021,,['Via Val Mara'],['IT'],05.09.2021,,2.0,,8011.0,70a,,1004,0,TI,1088718.96,,0,,,AIL,11,,,,905,,,Via Val Mara 11,Maroggia,70,5195,190112767,6817/681700,0,['Mar'],,2719373.6,1251.0
134,POINT (718751.1 88023.8),1020,,102.0,,2718751.184,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 13,10128278,1088023.739,Maroggia,,,CH670795460282,101510401,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],2.0,,8014.0,349a,['1'],1004,0,TI,1088023.739,1.0,0,1965.0,['2021-09-05T00:00:00'],,13,,[''],[3100],905,,[1],Quartiere Prà Comun 13,Maroggia,349,5195,190132838,6817/681700,0,['Com'],['_555000518'],2718751.184,1110.0
135,POINT (718778.1 88247.8),1020,,111.0,,2718778.186,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 2,10139138,1088247.746,Maroggia,,,CH469502074527,101497902,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],3.0,,8013.0,221a,['1'],1004,0,TI,1088247.746,1.0,0,1960.0,['2021-09-05T00:00:00'],,2,,[''],[3100],905,,[1],Via Tommaso e Giacomo Rodari 2,Maroggia,221,5195,190155292,6817/681700,0,['Rod'],['_555000036'],2718778.186,1110.0
136,POINT (718730.6 88093.2),1020,,317.0,,2718730.65,1,['Via al Lido'],,Via al Lido 7,10138432,1088093.17,Maroggia,,9.0,CH730295074695,101497270,0,6817,05.09.2021,"['', '', '', '', '', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8022.0,260b,"['1', '2', '7', '8', '9', '11']",1004,0,TI,1088093.17,6.0,0,2015.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,7,,"['647', '648', '649', '650', '651', '652']","[3100, 3100, 3101, 3101, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0]",Via al Lido 7,Maroggia,260,5195,190166152,6817/681700,0,['Lid'],"['PPP_29295', 'PPP_29296', 'PPP_29298', 'PPP_29297', 'PPP_29299', 'PPP_29380']",2718730.65,1122.0
137,POINT (718695.1 88108.5),1020,,719.0,,2718695.1,1,['Via al Lido'],,Via al Lido 8,10138432,1088108.41,Maroggia,,9.0,CH730295074695,101497271,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8022.0,260a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']",1004,0,TI,1088108.41,13.0,0,2015.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,8,,"['635', '636', '637', '638', '639', '640', '641', '642', '643', '644', '645', '646', '737']","[3100, 3100, 3100, 3100, 3101, 3101, 3101, 3101, 3101, 3102, 3102, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via al Lido 8,Maroggia,260,5195,190166154,6817/681700,0,['Lid'],"['PPP_29288', 'PPP_29285', 'PPP_29289', 'PPP_29287', 'PPP_29290', 'PPP_30378', 'PPP_30379', 'PPP_29291', 'PPP_30193', 'PPP_29292', 'PPP_29294', 'PPP_30796', 'PPP_30797']",2718695.1,1122.0
138,POINT (718731.1 88031.8),1020,,267.0,,2718731.183,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 14,10128278,1088031.739,Maroggia,,,CH609507460235,101502151,0,6817,05.09.2021,"['', '']",['Quartiere Prà Comun'],['IT'],05.09.2021,"[3004, 3004]",3.0,,8011.0,352a,"['37', '38']",1004,0,TI,1088031.739,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",Blocco 1,14,,"['', '']","[3402, 3401]",905,,"[0, 0]",Quartiere Prà Comun 14,Maroggia,352,5195,190166419,6817/681700,0,['Com'],"['_555000266', '_555000162']",2718731.183,1121.0
139,POINT (719030.1 88044.5),1030,,,,2719030.16,1,['Via Monte Generoso'],,Via Monte Generoso 3,10139135,1088044.4,Maroggia,,,CH754502950763,101575164,0,6817,05.09.2021,[''],['Via Monte Generoso'],['IT'],05.09.2021,[3004],3.0,,8012.0,124b,['1'],1004,0,TI,1088044.4,1.0,0,,['2021-09-05T00:00:00'],,3,,[''],[3102],905,,[0],Via Monte Generoso 3,Maroggia,124,5195,190193485,6817/681700,0,['Gen'],['_555000406'],2719030.16,1110.0
140,POINT (718846.1 88373.5),1060,,214.0,,2718846.17,1,['Vicolo ai Ronchetti'],,Vicolo ai Ronchetti 2,10139141,1088373.46,Maroggia,,,CH630295075721,102196143,0,6817,05.09.2021,,['Vicolo ai Ronchetti'],['IT'],05.09.2021,,1.0,,,474a,,1004,0,TI,1088373.46,,0,,,garage,2,,,,905,,,Vicolo ai Ronchetti 2,Maroggia,474,5195,190201343,6817/681700,0,['Ron'],,2718846.17,
141,POINT (718706.1 88014.8),1020,,295.0,,2718706.183,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 16,10128278,1088014.738,Maroggia,,12.0,CH510746029515,101639866,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],2.0,,8022.0,343a,['1'],1004,0,TI,1088014.738,1.0,0,2013.0,['2021-09-05T00:00:00'],,16,,[''],[3100],905,,[1],Quartiere Prà Comun 16,Maroggia,343,5195,190211581,6817/681700,0,['Com'],[''],2718706.183,1110.0
142,POINT (718966.7 88528.3),1020,,70.0,,2718966.77,1,['Piazzo frazione'],,Piazzo frazione 2,10128277,1088528.25,Maroggia,,,CH130295074410,102183315,0,6817,05.09.2021,[''],['Piazzo frazione'],['IT'],05.09.2021,[3004],1.0,,8011.0,46a,['1'],1004,0,TI,1088528.25,1.0,0,,['2021-09-05T00:00:00'],,2,,[''],[3100],905,,[0],Piazzo frazione 2,Maroggia,46,5195,190902629,6817/681700,0,['Pia'],[''],2718966.77,1110.0
143,POINT (718767.1 88296.8),1060,,15.0,,2718767.186,1,['Vicolo Francesco Somaini'],,Vicolo Francesco Somaini 1,10139143,1088296.747,Maroggia,,,CH340702954507,101899841,0,6817,05.09.2021,,['Vicolo Francesco Somaini'],['IT'],05.09.2021,,,,8011.0,204a,,1004,0,TI,1088296.747,,0,,,,1,,,,905,,,Vicolo Francesco Somaini 1,Maroggia,204,5195,191182990,6817/681700,0,['Som'],,2718767.186,
144,POINT (719015.5 88571.39999999999),1060,,48.0,,2719015.54,1,['Piazzo frazione'],,Piazzo frazione 4,10128277,1088571.38,Maroggia,,,CH240702954442,101891948,0,6817,05.09.2021,,['Piazzo frazione'],['IT'],05.09.2021,,2.0,,8013.0,58a,,1004,0,TI,1088571.38,,0,,,rustico,4,,,,905,,,Piazzo frazione 4,Maroggia,58,5195,191183030,6817/681700,0,['Pia'],,2719015.54,
145,POINT (719219.1 88269.10000000001),1060,,50.0,,2719219.16,1,['Via Val Mara'],,Via Val Mara 7,10139139,1088269.05,Maroggia,,,CH430295074405,101891950,0,6817,05.09.2021,,['Via Val Mara'],['IT'],05.09.2021,,2.0,,8013.0,79b,,1004,0,TI,1088269.05,,0,,,Grotto,7,,,,905,,,Via Val Mara 7,Maroggia,79,5195,191183050,6817/681700,0,['Mar'],,2719219.16,
146,POINT (719254.3 88304.3),1060,,104.0,,2719254.33,1,['Via Val Mara'],,Via Val Mara 8,10139139,1088304.22,Maroggia,,,CH469502074428,101899848,0,6817,05.09.2021,,['Via Val Mara'],['IT'],05.09.2021,,,,,83a,,1004,0,TI,1088304.22,,0,,,Magazzino,8,,,,905,,,Via Val Mara 8,Maroggia,83,5195,191183053,6817/681700,0,['Mar'],,2719254.33,1252.0
147,POINT (718889.4 88300),1060,,240.0,,2718889.45,1,['Via ai Molini'],,Via ai Molini 23,10128279,1088299.99,Maroggia,,,CH954502950792,101892915,0,6817,05.09.2021,,['Via ai Molini'],['IT'],05.09.2021,,1.0,,8014.0,156a,,1004,0,TI,1088299.99,,0,,,,23,,,,905,,,Via ai Molini 23,Maroggia,156,5195,191184110,6817/681700,0,['Mol'],,2718889.45,
148,POINT (719038.3 87910.2),1040,,256.0,,2719038.34,1,['Viale Stazione'],10.0,Viale Stazione 28,10139140,1087910.15,Maroggia,,,CH190295460726,101897763,0,6817,05.09.2021,,['Viale Stazione'],['IT'],05.09.2021,,2.0,,8013.0,286a,,1004,0,TI,1087910.15,,0,1950.0,,Ristorante Stazione,28,,,,905,,,Viale Stazione 28,Maroggia,286,5195,191193032,6817/681700,0,['Sta'],,2719038.34,1212.0
149,POINT (719200.4 88055.60000000001),1020,,99.0,,2719200.452,1,['Via alle Cantine'],,Via alle Cantine 3,10138435,1088055.566,Maroggia,,,CH529557020769,102035088,0,6817,05.09.2021,[''],['Via alle Cantine'],['IT'],05.09.2021,[3004],2.0,,8013.0,460a,['1'],1004,0,TI,1088055.566,1.0,0,1950.0,['2021-09-05T00:00:00'],sub a e b,3,,[''],[3100],905,,[1],Via alle Cantine 3,Maroggia,460,5195,191283972,6817/681700,0,['Can'],['_605'],2719200.452,1110.0
150,POINT (718846 88390.60000000001),1020,,115.0,,2718846.09,1,['Vicolo ai Ronchetti'],,Vicolo ai Ronchetti 4,10139141,1088390.55,Maroggia,,3.0,CH169502074631,102040536,0,6817,05.09.2021,[''],['Vicolo ai Ronchetti'],['IT'],05.09.2021,[3004],2.0,,8023.0,301a,['1'],1004,0,TI,1088390.55,1.0,0,2016.0,['2021-09-05T00:00:00'],,4,,[''],[3100],905,,[1],Vicolo ai Ronchetti 4,Maroggia,301,5195,191292835,6817/681700,0,['Ron'],[''],2718846.09,1110.0
151,POINT (718807.6 88417.2),1020,,27.0,,2718807.69,1,['Vicolo ai Ronchetti'],,Vicolo ai Ronchetti 5,10139141,1088417.195,Maroggia,,,CH340702955792,102179826,0,6817,05.09.2021,[''],['Vicolo ai Ronchetti'],['IT'],05.09.2021,[3004],2.0,,8017.0,440a,['1'],1004,0,TI,1088417.195,1.0,0,1986.0,['2021-09-05T00:00:00'],,5,,[''],[3100],905,,[1],Vicolo ai Ronchetti 5,Maroggia,440,5195,191511872,6817/681700,0,['Ron'],[''],2718807.69,1110.0
152,POINT (718934.9 87971.8),1060,,145.0,,2718934.95,1,['Viale Stazione'],,Viale Stazione 16,10139140,1087971.77,Maroggia,,,CH990295460745,102369916,0,6817,05.09.2021,,['Viale Stazione'],['IT'],05.09.2021,,2.0,,,276b,,1004,0,TI,1087971.77,,0,,,Stabile B,16,,,,905,,,Viale Stazione 16,Maroggia,276,5195,191655896,6817/681700,0,['Sta'],,2718934.95,1220.0
153,POINT (719086.6 88600.3),1020,,83.0,,2719086.68,1,['Piazzo frazione'],,Piazzo frazione 5,10128277,1088600.22,Maroggia,,,CH209507460274,102371344,0,6817,05.09.2021,"['', '']",['Piazzo frazione'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8022.0,311a,"['1', '2']",1004,0,TI,1088600.22,2.0,0,2014.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",Edificio nuovo 311,5,,"['', '']","[3101, 3102]",905,,"[0, 0]",Piazzo frazione 5,Maroggia,311,5195,191658131,6817/681700,0,['Pia'],"['', '']",2719086.68,1121.0
154,POINT (718785.6 88179.5),1060,,44.0,,2718785.63,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 44,10138436,1088179.49,Maroggia,,,CH629546020737,102444140,0,6817,05.09.2021,,['Viale B. Longhena'],['IT'],05.09.2021,,1.0,,8014.0,354b,,1004,0,TI,1088179.49,,0,1964.0,,Autorimessa,44,,,,905,,,Viale Baldassarre Longhena 44,Maroggia,354,5195,191753871,6817/681700,0,['Lon'],,2718785.63,1242.0
155,POINT (718859.8 87892.5),1060,,48.0,,2718859.825,1,['Via al Parco'],,Via al Parco ,10138433,1087892.471,Maroggia,,,CH440702954669,102544074,0,6817,05.09.2021,,['Via al Parco'],['IT'],05.09.2021,,1.0,,8018.0,336b,,1004,0,TI,1087892.471,,0,1993.0,,Autorimessa,,,,,909,,,Via al Parco ,Maroggia,336,5195,191841760,6817/681700,0,['Par'],,2718859.825,1242.0
156,POINT (719096.6 88107.60000000001),1060,,62.0,,2719096.648,1,['Vicolo del Tiglio'],,Vicolo del Tiglio ,10139142,1088107.553,Maroggia,,,CH669502074457,102544075,0,6817,05.09.2021,,['Vicolo del Tiglio'],['IT'],05.09.2021,,1.0,,8013.0,112b,,1004,0,TI,1088107.553,,0,,,Grottino,,,,,909,,,Vicolo del Tiglio ,Maroggia,112,5195,191841761,6817/681700,0,['Tig'],,2719096.648,1274.0
157,POINT (718705.2 87981.10000000001),1060,,45.0,,2718705.259,1,['Quartiere Prà Comun'],,Quartiere Prà Comun ,10128278,1087981.082,Maroggia,,,CH509507460269,102544076,0,6817,05.09.2021,,['Quartiere Prà Comun'],['IT'],05.09.2021,,1.0,,8014.0,342b,,1004,0,TI,1087981.082,,0,,,Darsena coperta,,,,,909,,,Quartiere Prà Comun ,Maroggia,342,5195,191841762,6817/681700,0,['Com'],,2718705.259,1242.0
158,POINT (718736.2 88164.89999999999),1060,,139.0,,2718736.277,1,['Via al Lido'],,Via al Lido ,10138432,1088164.883,Maroggia,,,CH709507460201,102544077,0,6817,05.09.2021,,['Via al Lido'],['IT'],05.09.2021,,1.0,,8014.0,257b,,1004,0,TI,1088164.883,,0,1963.0,,Autorimessa,,,,,909,,,Via al Lido ,Maroggia,257,5195,191841763,6817/681700,0,['Lid'],,2718736.277,1242.0
159,POINT (718758.5 88222.2),1060,,66.0,,2718758.513,1,['Via al Lido'],,Via al Lido ,10138432,1088222.098,Maroggia,,,CH470795570220,102544078,0,6817,05.09.2021,,['Via al Lido'],['IT'],05.09.2021,,1.0,,8018.0,444a,,1004,0,TI,1088222.098,,0,1995.0,,Deposito,,,,,909,,,Via al Lido ,Maroggia,444,5195,191841764,6817/681700,0,['Lid'],,2718758.513,1252.0
160,POINT (718877.7 88318.10000000001),1060,,209.0,,2718877.738,1,['Via ai Molini'],,Via ai Molini ,10128279,1088318.088,Maroggia,,,CH940702954594,102544079,0,6817,05.09.2021,,['Via ai Molini'],['IT'],05.09.2021,,2.0,,8012.0,155a,,1004,0,TI,1088318.088,,0,,,Deposito,,,,,909,,,Via ai Molini ,Maroggia,155,5195,191841765,6817/681700,0,['Mol'],,2718877.738,1252.0
161,POINT (719005.9 88034.5),1060,,156.0,,2719005.916,1,['Via Monte Generoso'],,Via Monte Generoso ,10139135,1088034.455,Maroggia,,,CH754502950763,102544080,0,6817,05.09.2021,,['Via Monte Generoso'],['IT'],05.09.2021,,1.0,,8013.0,124c,,1004,0,TI,1088034.455,,0,,,Deposito,,,,,909,,,Via Monte Generoso ,Maroggia,124,5195,191841766,6817/681700,0,['Gen'],,2719005.916,1252.0
162,POINT (718893.4 88000.10000000001),1060,,61.0,,2718893.408,1,['Via Dr. Willy Fröhlich'],,Via Dr. Willy Fröhlich ,10138437,1088000.003,Maroggia,,,CH910746029573,102544081,0,6817,05.09.2021,,['Via Dr. Willy Fröhlich'],['IT'],05.09.2021,,1.0,,8014.0,278b,,1004,0,TI,1088000.003,,0,1965.0,,Autorimessa,,,,,909,,,Via Dr. Willy Fröhlich ,Maroggia,278,5195,191841767,6817/681700,0,['Frö'],,2718893.408,1242.0
