index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
567;POINT (714400.9 99498.2);400088319;1036a;;Via Cassinelle 12b;Manno;6928;Manno;1020;1110.0;8013.0;59.0;2.0;2714400.98;1099498.189;118.0;141;16638.0;14;1652.0;18290.0
568;POINT (714582.2 99153);400088320;75a;;Strada Regina ;Manno;6928;Manno;1020;1110.0;8012.0;76.0;2.0;2714582.236;1099152.96;152.0;149;22648.0;14;2128.0;24776.0
569;POINT (715125.5 99200.10000000001);741523;386a;Officina Ambrosetti SA;Via Violino 4;Manno;6928;Manno;1060;1251.0;8013.0;11432.0;2.0;2715125.53;1099200.03;22864.0;128;2926592.0;1;22864.0;2949456.0
570;POINT (714896 99150.2);741537;403a;;Via Cantonale 35c;Manno;6928;Manno;1020;1122.0;8011.0;286.00354609929076;5.0;2714896.09;1099150.13;1430.0177304964539;154;220222.7304964539;21;30030.372340425532;250253.10283687944
571;POINT (715066.4 99379.89999999999);9060275;377a;;Via Violino 1;Manno;6928;Manno;1060;1110.0;8018.0;1647.0;4.0;2715066.4;1099379.88;6588.0;60;395280.0;14;92232.0;487512.0
572;POINT (714415.2 97822);9060278;1012b;;Via Cantonale 2;Manno;6928;Manno;1060;1110.0;8011.0;388.0;3.0;2714415.21;1097821.962;1164.0;154;179256.0;14;16296.0;195552.0
573;POINT (714801.6 98643.5);9060280;474a;;Via Cantonale 16c;Manno;6928;Manno;1060;1220.0;8015.0;771.0;5.0;2714801.68;1098643.43;3855.0;123;474165.0;7;26985.0;501150.0
574;POINT (714768.6 98710.10000000001);9060282;700a;;Via Cantonale 16a;Manno;6928;Manno;1060;1110.0;8011.0;531.0;5.0;2714768.62;1098710.07;2655.0;154;408870.0;14;37170.0;446040.0
575;POINT (714590.9 98307.39999999999);9060284;433cb;DPSSP 841;Via Cantonale 6;Manno;6928;Manno;1060;1110.0;8011.0;5317.0;3.0;2714590.91;1098307.34;15951.0;154;2456454.0;14;223314.0;2679768.0
576;POINT (714462.1 97848.89999999999);9060286;1011a;;Via Cantonale 2b;Manno;6928;Manno;1060;1110.0;8011.0;1568.0;3.0;2714462.12;1097848.84;4704.0;154;724416.0;14;65856.0;790272.0
577;POINT (714803.7 98687.2);9060287;471a;;Via Cantonale 16b;Manno;6928;Manno;1060;1230.0;8011.0;735.0;5.0;2714803.72;1098687.16;3675.0;73;268275.0;7;25725.0;294000.0
578;POINT (714869.1 98918.8);11100567;417a;;Via Cantonale 23;Manno;6928;Manno;1060;1220.0;8017.0;790.0;2.0;2714869.16;1098918.74;1580.0;123;194340.0;7;11060.0;205400.0
580;POINT (714661.2 99245);11143148;38a;;Piazza Bironico 20;Manno;6928;Manno;1020;1121.0;8012.0;189.0;3.0;2714661.239;1099244.959;567.0;149;84483.0;21;11907.0;96390.0
582;POINT (714609.9 99125.8);11143166;105a;;Strada Bassa 4;Manno;6928;Manno;1020;1121.0;8013.0;106.0;3.0;2714609.947;1099125.745;318.0;141;44838.0;21;6678.0;51516.0
584;POINT (714287.5 99577.8);11143286;150a;;Via Vecchio Castagno 1;Manno;6928;Manno;1020;1121.0;8014.0;110.0;2.0;2714287.586;1099577.7;220.0;131;28820.0;21;4620.0;33440.0
586;POINT (714607.7 99184.39999999999);274002223;61a;;Via San Rocco 5;Manno;6928;Manno;1020;1121.0;8012.0;95.0;3.0;2714607.73;1099184.33;285.0;149;42465.0;21;5985.0;48450.0
588;POINT (714548.2 99082);400006795;288a;;Strada Regina 17;Manno;6928;Manno;1030;1110.0;8011.0;168.0;3.0;2714548.235;1099081.961;504.0;154;77616.0;14;7056.0;84672.0
590;POINT (715004.8 99056.2);9060277;431a;Stabile Violino;Via Pobiette 1;Manno;6928;Manno;1060;1230.0;8017.0;1802.0;3.0;2715004.82;1099056.16;5406.0;73;394638.0;7;37842.0;432480.0
